phase,request_id,model,status,input_tokens,output_tokens,recorded_latency_ms,assumed_hardware_usd_per_hour,modeled_compute_cost_usd
replay_response_cache,req:304c:af40:481d:4eba:bfe9:8c87:6dd5:35e8,Qwen/Qwen2.5-1.5B-Instruct,ok,310,35,1276.619922000009,1.0,0.0003546166450000025
replay_response_cache,req:01fb:91d3:ca65:448a:8e56:a678:ba15:cf89,Qwen/Qwen2.5-1.5B-Instruct,ok,312,38,1373.698185999956,1.0,0.00038158282944443224
replay_response_cache,req:0636:4050:c064:451a:868b:3a52:a0ef:a124,Qwen/Qwen2.5-1.5B-Instruct,ok,296,36,1329.130235999969,1.0,0.00036920284333332473
replay_response_cache,req:ac34:03fb:d9de:4627:bb24:0e5e:1af1:bc3a,Qwen/Qwen2.5-1.5B-Instruct,ok,299,38,1406.661224000004,1.0,0.00039073922888889
replay_response_cache,req:f596:946b:d3c8:44ed:a3aa:c962:4000:f482,Qwen/Qwen2.5-1.5B-Instruct,ok,314,51,1860.7744050000292,1.0,0.0005168817791666748
replay_response_cache,req:aae2:5b57:fa1a:4666:a543:c5cb:71eb:2874,Qwen/Qwen2.5-1.5B-Instruct,ok,315,41,1483.6723659999507,1.0,0.0004121312127777641
replay_response_cache,req:e649:8b65:ccf1:4ec9:bada:50a7:641c:b197,Qwen/Qwen2.5-1.5B-Instruct,ok,328,60,2762.353566999991,1.0,0.0007673204352777752
replay_response_cache,req:8a83:47d8:5877:49bd:b723:6739:72d4:1f3f,Qwen/Qwen2.5-1.5B-Instruct,ok,328,75,2660.8726760000536,1.0,0.0007391312988889038
replay_response_cache,req:ecf5:0f9d:5fcd:45b7:9845:f592:8597:ef4c,Qwen/Qwen2.5-1.5B-Instruct,ok,309,49,1810.9784330000593,1.0,0.0005030495647222387
replay_response_cache,req:d562:3005:b369:407f:92ef:f4fc:d2f2:5bc7,Qwen/Qwen2.5-1.5B-Instruct,ok,298,36,1377.5588859999743,1.0,0.00038265524611110396
replay_response_cache,req:4f62:a2eb:d771:4491:9d31:fb3b:3604:90a6,Qwen/Qwen2.5-1.5B-Instruct,ok,312,49,1843.31222600008,1.0,0.0005120311738889111
replay_response_cache,req:4159:4cf4:34ea:4d74:a980:cb93:32d8:acca,Qwen/Qwen2.5-1.5B-Instruct,ok,329,60,2337.728810000044,1.0,0.0006493691138889011
replay_response_cache,req:8dee:1145:a880:4c16:9b6f:3fdb:8814:04ae,Qwen/Qwen2.5-1.5B-Instruct,ok,306,48,2352.1775739999384,1.0,0.0006533826594444273
replay_response_cache,req:0915:9802:6632:41a0:ad7d:201a:28dd:b16d,Qwen/Qwen2.5-1.5B-Instruct,ok,306,32,1249.422586000037,1.0,0.0003470618294444547
replay_response_cache,req:53c0:120f:65ad:41e0:be44:b6e5:3f14:d1c5,Qwen/Qwen2.5-1.5B-Instruct,ok,293,37,1391.628550000064,1.0,0.0003865634861111289
replay_response_cache,req:a822:db69:b224:43e7:8942:a847:538a:eaa9,Qwen/Qwen2.5-1.5B-Instruct,ok,310,37,1360.2521000000252,1.0,0.0003778478055555625
replay_response_cache,req:b17f:a25a:6e66:4ddc:868d:d529:9e50:ce3f,Qwen/Qwen2.5-1.5B-Instruct,ok,309,35,1313.4655579999617,1.0,0.00036485154388887824
replay_response_cache,req:255c:4662:17d0:4018:b9ce:4c51:3f73:bcd6,Qwen/Qwen2.5-1.5B-Instruct,ok,324,27,990.9038770000507,1.0,0.0002752510769444585
replay_response_cache,req:cffc:914a:19fb:43c7:b8d2:84cf:a745:253a,Qwen/Qwen2.5-1.5B-Instruct,ok,327,37,1357.025904000011,1.0,0.00037695164000000307
